Source;Target;Type;Weight
0;0;Undirected;2.718281828459045
0;1;Undirected;0.982007011025306
0;2;Undirected;0.0
0;3;Undirected;0.0
0;4;Undirected;0.0
0;5;Undirected;0.0
0;6;Undirected;0.0
0;7;Undirected;0.0
0;8;Undirected;0.0
0;9;Undirected;0.0
0;10;Undirected;0.0
0;11;Undirected;0.0
0;12;Undirected;0.0
0;13;Undirected;0.0
0;14;Undirected;0.0
0;15;Undirected;0.0
0;16;Undirected;0.0
0;17;Undirected;0.0
0;18;Undirected;0.0
0;19;Undirected;0.0
0;20;Undirected;0.0
0;21;Undirected;0.0
0;22;Undirected;0.0
0;23;Undirected;0.0
0;24;Undirected;0.0
0;25;Undirected;0.0
0;26;Undirected;0.0
0;27;Undirected;0.0
0;28;Undirected;0.0
0;29;Undirected;0.0
0;30;Undirected;0.0
0;31;Undirected;0.0
0;32;Undirected;0.0
0;33;Undirected;0.0
0;34;Undirected;0.0
0;35;Undirected;0.0
0;36;Undirected;0.0
0;37;Undirected;0.0
0;38;Undirected;0.0
0;39;Undirected;0.0
0;40;Undirected;0.0
0;41;Undirected;0.0
0;42;Undirected;0.0
0;43;Undirected;0.0
0;44;Undirected;0.0
0;45;Undirected;0.0
0;46;Undirected;0.0
0;47;Undirected;0.0
0;48;Undirected;0.0
0;49;Undirected;0.0
0;50;Undirected;0.0
0;51;Undirected;0.0
0;52;Undirected;0.0
0;53;Undirected;0.0
0;54;Undirected;0.0
0;55;Undirected;0.0
0;56;Undirected;0.0
0;57;Undirected;0.0
0;58;Undirected;0.0
0;59;Undirected;0.0
0;60;Undirected;0.0
0;61;Undirected;0.0
0;62;Undirected;0.0
0;63;Undirected;0.0
0;64;Undirected;0.0
0;65;Undirected;0.0
0;66;Undirected;0.0
0;67;Undirected;0.0
0;68;Undirected;0.0
0;69;Undirected;0.0
0;70;Undirected;0.0
0;71;Undirected;0.0
0;72;Undirected;0.0
0;73;Undirected;0.0
0;74;Undirected;0.0
0;75;Undirected;0.0
0;76;Undirected;0.0
1;1;Undirected;2.718281828459045
1;2;Undirected;0.0
1;3;Undirected;0.0
1;4;Undirected;0.0
1;5;Undirected;0.0
1;6;Undirected;0.0
1;7;Undirected;0.0
1;8;Undirected;0.0
1;9;Undirected;0.0
1;10;Undirected;0.0
1;11;Undirected;0.0
1;12;Undirected;0.0
1;13;Undirected;0.0
1;14;Undirected;0.0
1;15;Undirected;0.0
1;16;Undirected;0.0
1;17;Undirected;0.0
1;18;Undirected;0.0
1;19;Undirected;0.0
1;20;Undirected;0.0
1;21;Undirected;0.0
1;22;Undirected;0.0
1;23;Undirected;0.0
1;24;Undirected;0.0
1;25;Undirected;0.0
1;26;Undirected;0.0
1;27;Undirected;0.0
1;28;Undirected;0.0
1;29;Undirected;0.0
1;30;Undirected;0.0
1;31;Undirected;0.0
1;32;Undirected;0.0
1;33;Undirected;0.0
1;34;Undirected;0.0
1;35;Undirected;0.0
1;36;Undirected;0.0
1;37;Undirected;0.0
1;38;Undirected;0.0
1;39;Undirected;0.0
1;40;Undirected;0.0
1;41;Undirected;0.0
1;42;Undirected;0.0
1;43;Undirected;0.0
1;44;Undirected;0.0
1;45;Undirected;0.0
1;46;Undirected;0.0
1;47;Undirected;0.0
1;48;Undirected;0.0
1;49;Undirected;0.0
1;50;Undirected;0.0
1;51;Undirected;0.0
1;52;Undirected;0.0
1;53;Undirected;0.0
1;54;Undirected;0.0
1;55;Undirected;0.0
1;56;Undirected;0.0
1;57;Undirected;0.0
1;58;Undirected;0.0
1;59;Undirected;0.0
1;60;Undirected;0.0
1;61;Undirected;0.0
1;62;Undirected;0.0
1;63;Undirected;0.0
1;64;Undirected;0.0
1;65;Undirected;0.0
1;66;Undirected;0.0
1;67;Undirected;0.0
1;68;Undirected;0.0
1;69;Undirected;0.0
1;70;Undirected;0.0
1;71;Undirected;0.0
1;72;Undirected;0.0
1;73;Undirected;0.0
1;74;Undirected;0.0
1;75;Undirected;0.0
1;76;Undirected;0.0
2;2;Undirected;2.718281828459045
2;3;Undirected;0.0
2;4;Undirected;0.0
2;5;Undirected;0.0
2;6;Undirected;0.0
2;7;Undirected;0.0
2;8;Undirected;0.0
2;9;Undirected;0.0
2;10;Undirected;0.0
2;11;Undirected;0.0
2;12;Undirected;0.0
2;13;Undirected;0.0
2;14;Undirected;0.0
2;15;Undirected;0.0
2;16;Undirected;0.0
2;17;Undirected;0.0
2;18;Undirected;0.0
2;19;Undirected;0.0
2;20;Undirected;0.0
2;21;Undirected;0.0
2;22;Undirected;0.0
2;23;Undirected;0.0
2;24;Undirected;0.0
2;25;Undirected;0.0
2;26;Undirected;0.0
2;27;Undirected;0.0
2;28;Undirected;0.0
2;29;Undirected;0.0
2;30;Undirected;0.0
2;31;Undirected;0.0
2;32;Undirected;0.0
2;33;Undirected;0.0
2;34;Undirected;0.0
2;35;Undirected;0.0
2;36;Undirected;0.0
2;37;Undirected;0.0
2;38;Undirected;0.0
2;39;Undirected;0.0
2;40;Undirected;0.0
2;41;Undirected;0.0
2;42;Undirected;0.0
2;43;Undirected;0.0
2;44;Undirected;0.0
2;45;Undirected;0.0
2;46;Undirected;0.0
2;47;Undirected;0.0
2;48;Undirected;0.0
2;49;Undirected;0.0
2;50;Undirected;0.0
2;51;Undirected;0.0
2;52;Undirected;0.0
2;53;Undirected;0.0
2;54;Undirected;0.0
2;55;Undirected;0.0
2;56;Undirected;0.0
2;57;Undirected;0.0
2;58;Undirected;0.0
2;59;Undirected;0.0
2;60;Undirected;0.0
2;61;Undirected;0.0
2;62;Undirected;0.0
2;63;Undirected;0.0
2;64;Undirected;0.0
2;65;Undirected;0.0
2;66;Undirected;0.0
2;67;Undirected;0.0
2;68;Undirected;0.0
2;69;Undirected;0.0
2;70;Undirected;0.0
2;71;Undirected;0.0
2;72;Undirected;0.0
2;73;Undirected;0.0
2;74;Undirected;0.0
2;75;Undirected;0.0
2;76;Undirected;0.0
3;3;Undirected;2.718281828459045
3;4;Undirected;0.012684442099235665
3;5;Undirected;0.9800366751846099
3;6;Undirected;0.0
3;7;Undirected;0.0
3;8;Undirected;0.0
3;9;Undirected;0.0
3;10;Undirected;0.0
3;11;Undirected;0.0
3;12;Undirected;0.0
3;13;Undirected;0.0
3;14;Undirected;0.0
3;15;Undirected;0.0
3;16;Undirected;0.0
3;17;Undirected;0.0
3;18;Undirected;0.0
3;19;Undirected;0.0
3;20;Undirected;0.0
3;21;Undirected;0.0
3;22;Undirected;0.0
3;23;Undirected;0.0
3;24;Undirected;0.0
3;25;Undirected;0.0
3;26;Undirected;0.0
3;27;Undirected;0.0
3;28;Undirected;0.0
3;29;Undirected;0.0
3;30;Undirected;0.0
3;31;Undirected;0.0
3;32;Undirected;0.0
3;33;Undirected;0.0
3;34;Undirected;0.0
3;35;Undirected;0.0
3;36;Undirected;0.0
3;37;Undirected;0.0
3;38;Undirected;0.0
3;39;Undirected;0.0
3;40;Undirected;0.0
3;41;Undirected;0.0
3;42;Undirected;0.0
3;43;Undirected;0.0
3;44;Undirected;0.0
3;45;Undirected;0.0
3;46;Undirected;0.0
3;47;Undirected;0.0
3;48;Undirected;0.0
3;49;Undirected;0.0
3;50;Undirected;0.0
3;51;Undirected;0.0
3;52;Undirected;0.0
3;53;Undirected;0.0
3;54;Undirected;0.0
3;55;Undirected;0.0
3;56;Undirected;0.0
3;57;Undirected;0.0
3;58;Undirected;0.0
3;59;Undirected;0.0
3;60;Undirected;0.0
3;61;Undirected;0.0
3;62;Undirected;0.0
3;63;Undirected;0.0
3;64;Undirected;0.0
3;65;Undirected;0.0
3;66;Undirected;0.0
3;67;Undirected;0.0
3;68;Undirected;0.0
3;69;Undirected;0.0
3;70;Undirected;0.0
3;71;Undirected;0.0
3;72;Undirected;0.0
3;73;Undirected;0.0
3;74;Undirected;0.0
3;75;Undirected;0.0
3;76;Undirected;0.0
4;4;Undirected;2.718281828459045
4;5;Undirected;0.981228117742155
4;6;Undirected;0.0
4;7;Undirected;0.0
4;8;Undirected;0.0
4;9;Undirected;0.0
4;10;Undirected;0.0
4;11;Undirected;0.0
4;12;Undirected;0.0
4;13;Undirected;0.0
4;14;Undirected;0.0
4;15;Undirected;0.0
4;16;Undirected;0.0
4;17;Undirected;0.0
4;18;Undirected;0.0
4;19;Undirected;0.0
4;20;Undirected;0.0
4;21;Undirected;0.0
4;22;Undirected;0.0
4;23;Undirected;0.0
4;24;Undirected;0.0
4;25;Undirected;0.0
4;26;Undirected;0.0
4;27;Undirected;0.0
4;28;Undirected;0.0
4;29;Undirected;0.0
4;30;Undirected;0.0
4;31;Undirected;0.0
4;32;Undirected;0.0
4;33;Undirected;0.0
4;34;Undirected;0.0
4;35;Undirected;0.0
4;36;Undirected;0.0
4;37;Undirected;0.0
4;38;Undirected;0.0
4;39;Undirected;0.0
4;40;Undirected;0.0
4;41;Undirected;0.0
4;42;Undirected;0.0
4;43;Undirected;0.0
4;44;Undirected;0.0
4;45;Undirected;0.0
4;46;Undirected;0.0
4;47;Undirected;0.0
4;48;Undirected;0.0
4;49;Undirected;0.0
4;50;Undirected;0.0
4;51;Undirected;0.0
4;52;Undirected;0.0
4;53;Undirected;0.0
4;54;Undirected;0.0
4;55;Undirected;0.0
4;56;Undirected;0.0
4;57;Undirected;0.0
4;58;Undirected;0.0
4;59;Undirected;0.0
4;60;Undirected;0.0
4;61;Undirected;0.0
4;62;Undirected;0.0
4;63;Undirected;0.0
4;64;Undirected;0.0
4;65;Undirected;0.0
4;66;Undirected;0.0
4;67;Undirected;0.0
4;68;Undirected;0.0
4;69;Undirected;0.0
4;70;Undirected;0.0
4;71;Undirected;0.0
4;72;Undirected;0.0
4;73;Undirected;0.0
4;74;Undirected;0.0
4;75;Undirected;0.0
4;76;Undirected;0.0
5;5;Undirected;2.718281828459045
5;6;Undirected;0.8967316125085304
5;7;Undirected;0.0
5;8;Undirected;0.0
5;9;Undirected;0.0
5;10;Undirected;0.0
5;11;Undirected;0.0
5;12;Undirected;0.0
5;13;Undirected;0.0
5;14;Undirected;0.0
5;15;Undirected;0.0
5;16;Undirected;0.0
5;17;Undirected;0.0
5;18;Undirected;0.0
5;19;Undirected;0.0
5;20;Undirected;0.0
5;21;Undirected;0.0
5;22;Undirected;0.0
5;23;Undirected;0.0
5;24;Undirected;0.0
5;25;Undirected;0.0
5;26;Undirected;0.0
5;27;Undirected;0.0
5;28;Undirected;0.0
5;29;Undirected;0.0
5;30;Undirected;0.0
5;31;Undirected;0.0
5;32;Undirected;0.0
5;33;Undirected;0.0
5;34;Undirected;0.0
5;35;Undirected;0.0
5;36;Undirected;0.0
5;37;Undirected;0.0
5;38;Undirected;0.0
5;39;Undirected;0.0
5;40;Undirected;0.0
5;41;Undirected;0.0
5;42;Undirected;0.0
5;43;Undirected;0.0
5;44;Undirected;0.0
5;45;Undirected;0.0
5;46;Undirected;0.0
5;47;Undirected;0.0
5;48;Undirected;0.0
5;49;Undirected;0.0
5;50;Undirected;0.0
5;51;Undirected;0.0
5;52;Undirected;0.0
5;53;Undirected;0.0
5;54;Undirected;0.0
5;55;Undirected;0.0
5;56;Undirected;0.0
5;57;Undirected;0.0
5;58;Undirected;0.0
5;59;Undirected;0.0
5;60;Undirected;0.0
5;61;Undirected;0.0
5;62;Undirected;0.0
5;63;Undirected;0.0
5;64;Undirected;0.0
5;65;Undirected;0.0
5;66;Undirected;0.0
5;67;Undirected;0.0
5;68;Undirected;0.0
5;69;Undirected;0.0
5;70;Undirected;0.0
5;71;Undirected;0.0
5;72;Undirected;0.0
5;73;Undirected;0.0
5;74;Undirected;0.0
5;75;Undirected;0.0
5;76;Undirected;0.0
6;6;Undirected;2.718281828459045
6;7;Undirected;0.0
6;8;Undirected;0.0
6;9;Undirected;0.0
6;10;Undirected;0.0
6;11;Undirected;0.0
6;12;Undirected;0.0
6;13;Undirected;0.0
6;14;Undirected;0.0
6;15;Undirected;0.0
6;16;Undirected;0.0
6;17;Undirected;0.0
6;18;Undirected;0.0
6;19;Undirected;0.0
6;20;Undirected;0.0
6;21;Undirected;0.0
6;22;Undirected;0.0
6;23;Undirected;0.0
6;24;Undirected;0.0
6;25;Undirected;0.0
6;26;Undirected;0.0
6;27;Undirected;0.0
6;28;Undirected;0.0
6;29;Undirected;0.0
6;30;Undirected;0.0
6;31;Undirected;0.0
6;32;Undirected;0.0
6;33;Undirected;0.0
6;34;Undirected;0.0
6;35;Undirected;0.0
6;36;Undirected;0.0
6;37;Undirected;0.0
6;38;Undirected;0.0
6;39;Undirected;0.0
6;40;Undirected;0.0
6;41;Undirected;0.0
6;42;Undirected;0.0
6;43;Undirected;0.0
6;44;Undirected;0.0
6;45;Undirected;0.0
6;46;Undirected;0.0
6;47;Undirected;0.0
6;48;Undirected;0.0
6;49;Undirected;0.0
6;50;Undirected;0.0
6;51;Undirected;0.0
6;52;Undirected;0.0
6;53;Undirected;0.0
6;54;Undirected;0.0
6;55;Undirected;0.0
6;56;Undirected;0.0
6;57;Undirected;0.0
6;58;Undirected;0.0
6;59;Undirected;0.0
6;60;Undirected;0.0
6;61;Undirected;0.0
6;62;Undirected;0.0
6;63;Undirected;0.0
6;64;Undirected;0.0
6;65;Undirected;0.0
6;66;Undirected;0.0
6;67;Undirected;0.0
6;68;Undirected;0.0
6;69;Undirected;0.0
6;70;Undirected;0.0
6;71;Undirected;0.0
6;72;Undirected;0.0
6;73;Undirected;0.0
6;74;Undirected;0.0
6;75;Undirected;0.0
6;76;Undirected;0.0
7;7;Undirected;2.718281828459045
7;8;Undirected;0.7189322957394279
7;9;Undirected;0.0
7;10;Undirected;0.0
7;11;Undirected;0.0
7;12;Undirected;0.0
7;13;Undirected;0.0
7;14;Undirected;0.0
7;15;Undirected;0.0
7;16;Undirected;0.0
7;17;Undirected;0.0
7;18;Undirected;0.0
7;19;Undirected;0.0
7;20;Undirected;0.0
7;21;Undirected;0.0
7;22;Undirected;0.0
7;23;Undirected;0.0
7;24;Undirected;0.0
7;25;Undirected;0.0
7;26;Undirected;0.0
7;27;Undirected;0.0
7;28;Undirected;0.0
7;29;Undirected;0.0
7;30;Undirected;0.0
7;31;Undirected;0.0
7;32;Undirected;0.0
7;33;Undirected;0.0
7;34;Undirected;0.0
7;35;Undirected;0.0
7;36;Undirected;0.0
7;37;Undirected;0.0
7;38;Undirected;0.0
7;39;Undirected;0.0
7;40;Undirected;0.0
7;41;Undirected;0.0
7;42;Undirected;0.0
7;43;Undirected;0.0
7;44;Undirected;0.0
7;45;Undirected;0.0
7;46;Undirected;0.0
7;47;Undirected;0.0
7;48;Undirected;0.0
7;49;Undirected;0.0
7;50;Undirected;0.0
7;51;Undirected;0.0
7;52;Undirected;0.0
7;53;Undirected;0.0
7;54;Undirected;0.0
7;55;Undirected;0.0
7;56;Undirected;0.0
7;57;Undirected;0.0
7;58;Undirected;0.0
7;59;Undirected;0.0
7;60;Undirected;0.0
7;61;Undirected;0.0
7;62;Undirected;0.0
7;63;Undirected;0.0
7;64;Undirected;0.0
7;65;Undirected;0.0
7;66;Undirected;0.0
7;67;Undirected;0.0
7;68;Undirected;0.0
7;69;Undirected;0.0
7;70;Undirected;0.0
7;71;Undirected;0.0
7;72;Undirected;0.0
7;73;Undirected;0.0
7;74;Undirected;0.0
7;75;Undirected;0.0
7;76;Undirected;0.0
8;8;Undirected;2.718281828459045
8;9;Undirected;0.0
8;10;Undirected;0.0
8;11;Undirected;0.0
8;12;Undirected;0.0
8;13;Undirected;0.0
8;14;Undirected;0.0
8;15;Undirected;0.0
8;16;Undirected;0.0
8;17;Undirected;0.0
8;18;Undirected;0.0
8;19;Undirected;0.0
8;20;Undirected;0.0
8;21;Undirected;0.0
8;22;Undirected;0.0
8;23;Undirected;0.0
8;24;Undirected;0.0
8;25;Undirected;0.0
8;26;Undirected;0.0
8;27;Undirected;0.0
8;28;Undirected;0.0
8;29;Undirected;0.0
8;30;Undirected;0.0
8;31;Undirected;0.0
8;32;Undirected;0.0
8;33;Undirected;0.0
8;34;Undirected;0.0
8;35;Undirected;0.0
8;36;Undirected;0.0
8;37;Undirected;0.0
8;38;Undirected;0.0
8;39;Undirected;0.0
8;40;Undirected;0.0
8;41;Undirected;0.0
8;42;Undirected;0.0
8;43;Undirected;0.0
8;44;Undirected;0.0
8;45;Undirected;0.0
8;46;Undirected;0.0
8;47;Undirected;0.0
8;48;Undirected;0.0
8;49;Undirected;0.0
8;50;Undirected;0.0
8;51;Undirected;0.0
8;52;Undirected;0.0
8;53;Undirected;0.0
8;54;Undirected;0.0
8;55;Undirected;0.0
8;56;Undirected;0.0
8;57;Undirected;0.0
8;58;Undirected;0.0
8;59;Undirected;0.0
8;60;Undirected;0.0
8;61;Undirected;0.0
8;62;Undirected;0.0
8;63;Undirected;0.0
8;64;Undirected;0.0
8;65;Undirected;0.0
8;66;Undirected;0.0
8;67;Undirected;0.0
8;68;Undirected;0.0
8;69;Undirected;0.0
8;70;Undirected;0.0
8;71;Undirected;0.0
8;72;Undirected;0.0
8;73;Undirected;0.0
8;74;Undirected;0.0
8;75;Undirected;0.0
8;76;Undirected;0.0
9;9;Undirected;2.718281828459045
9;10;Undirected;0.0
9;11;Undirected;0.0
9;12;Undirected;0.0
9;13;Undirected;0.0
9;14;Undirected;0.0
