Source;Target;Type;Weight
1;2;Undirected;-0.003200
1;3;Undirected;-0.000292
1;4;Undirected;-0.072406
1;5;Undirected;0.001037
1;6;Undirected;0.084255
1;7;Undirected;0.000000
1;8;Undirected;0.001254
1;9;Undirected;-0.010166
1;10;Undirected;-0.000120
1;11;Undirected;-0.000002
1;12;Undirected;-0.000002
1;13;Undirected;0.101733
1;14;Undirected;0.100383
1;17;Undirected;0.000000
1;18;Undirected;0.000470
2;3;Undirected;-0.060360
2;4;Undirected;-0.000511
2;5;Undirected;-0.014308
2;6;Undirected;0.012661
2;7;Undirected;-0.001457
2;8;Undirected;-0.018670
2;9;Undirected;-0.001207
2;10;Undirected;0.015241
2;18;Undirected;0.013259
3;4;Undirected;0.017239
3;5;Undirected;0.039916
3;6;Undirected;-0.006278
3;7;Undirected;0.000507
3;8;Undirected;0.000197
3;10;Undirected;0.000337
3;18;Undirected;0.000011
4;5;Undirected;0.006003
4;6;Undirected;0.001674
4;7;Undirected;-0.000013
4;8;Undirected;-0.002093
4;9;Undirected;-0.000000
4;10;Undirected;0.001024
4;18;Undirected;0.002662
5;6;Undirected;-0.000468
5;7;Undirected;-0.000013
5;8;Undirected;-0.142861
5;10;Undirected;0.000017
5;18;Undirected;-0.001764
6;7;Undirected;-0.000319
6;8;Undirected;0.000030
6;18;Undirected;0.000014
7;8;Undirected;0.000418
9;10;Undirected;-0.152875
9;11;Undirected;0.026203
9;12;Undirected;0.036850
9;13;Undirected;0.008122
9;14;Undirected;-0.053630
9;15;Undirected;-0.228963
9;16;Undirected;-0.001777
9;17;Undirected;-0.000123
9;18;Undirected;-0.000000
9;19;Undirected;0.005285
10;18;Undirected;0.000390
11;12;Undirected;2.080307
11;13;Undirected;0.229898
11;14;Undirected;0.000014
11;15;Undirected;0.012840
11;16;Undirected;0.000000
11;17;Undirected;0.000260
11;19;Undirected;0.000029
12;13;Undirected;0.237517
12;14;Undirected;0.000002
12;15;Undirected;0.026800
12;16;Undirected;0.000000
12;17;Undirected;0.000275
12;19;Undirected;0.000005
13;14;Undirected;0.087168
13;15;Undirected;-0.000429
13;16;Undirected;0.000045
13;17;Undirected;0.004830
13;19;Undirected;0.000001
14;17;Undirected;0.000000
15;16;Undirected;-0.000983
15;17;Undirected;-0.000509
15;19;Undirected;-0.005508
16;17;Undirected;0.099728
16;19;Undirected;-0.100158
17;19;Undirected;-0.037058
