Source;Target;Type;Weight
1;2;Undirected;0.073954
1;3;Undirected;0.259428
1;4;Undirected;0.259428
1;5;Undirected;0.259428
1;6;Undirected;0.259428
1;7;Undirected;0.259428
1;8;Undirected;0.259428
1;9;Undirected;0.259428
1;10;Undirected;0.259428
1;11;Undirected;0.259428
1;12;Undirected;0.259428
1;13;Undirected;0.259428
1;14;Undirected;0.259428
1;15;Undirected;0.259428
1;16;Undirected;0.259428
1;17;Undirected;0.259428
1;18;Undirected;0.259428
1;19;Undirected;0.259428
1;20;Undirected;0.259428
1;21;Undirected;0.259428
1;22;Undirected;0.259428
1;23;Undirected;0.259428
1;24;Undirected;0.259428
1;25;Undirected;0.259428
1;26;Undirected;0.259428
1;27;Undirected;0.259428
1;28;Undirected;0.259428
1;29;Undirected;0.259428
1;30;Undirected;0.259428
1;31;Undirected;0.259428
1;32;Undirected;0.259428
1;33;Undirected;0.259428
1;34;Undirected;0.259428
1;35;Undirected;0.259428
1;36;Undirected;0.259428
1;37;Undirected;0.259428
1;38;Undirected;0.259428
1;39;Undirected;0.259428
1;40;Undirected;0.259428
1;41;Undirected;0.259428
1;42;Undirected;0.259428
1;43;Undirected;0.259428
1;44;Undirected;0.259428
1;45;Undirected;0.259428
1;46;Undirected;0.259428
1;47;Undirected;0.259428
1;48;Undirected;0.259428
1;49;Undirected;0.259428
1;50;Undirected;0.259428
1;51;Undirected;0.259428
1;52;Undirected;0.259428
1;53;Undirected;0.259428
1;54;Undirected;0.259428
1;55;Undirected;0.259428
1;56;Undirected;0.259428
1;57;Undirected;0.259428
1;58;Undirected;0.259428
1;59;Undirected;0.259428
1;60;Undirected;0.259428
1;61;Undirected;0.259428
1;62;Undirected;0.259428
1;63;Undirected;0.259428
1;64;Undirected;0.259428
1;65;Undirected;0.259428
1;66;Undirected;0.259428
1;67;Undirected;0.259428
1;68;Undirected;0.259428
1;69;Undirected;0.259428
1;70;Undirected;0.259428
1;71;Undirected;0.259428
1;72;Undirected;0.259428
1;73;Undirected;0.259428
1;74;Undirected;0.259428
1;75;Undirected;0.259428
1;76;Undirected;0.259428
1;77;Undirected;0.259428
2;3;Undirected;0.259428
2;4;Undirected;0.259428
2;5;Undirected;0.259428
2;6;Undirected;0.259428
2;7;Undirected;0.259428
2;8;Undirected;0.259428
2;9;Undirected;0.259428
2;10;Undirected;0.259428
2;11;Undirected;0.259428
2;12;Undirected;0.259428
2;13;Undirected;0.259428
2;14;Undirected;0.259428
2;15;Undirected;0.259428
2;16;Undirected;0.259428
2;17;Undirected;0.259428
2;18;Undirected;0.259428
2;19;Undirected;0.259428
2;20;Undirected;0.259428
2;21;Undirected;0.259428
2;22;Undirected;0.259428
2;23;Undirected;0.259428
2;24;Undirected;0.259428
2;25;Undirected;0.259428
2;26;Undirected;0.259428
2;27;Undirected;0.259428
2;28;Undirected;0.259428
2;29;Undirected;0.259428
2;30;Undirected;0.259428
2;31;Undirected;0.259428
2;32;Undirected;0.259428
2;33;Undirected;0.259428
2;34;Undirected;0.259428
2;35;Undirected;0.259428
2;36;Undirected;0.259428
2;37;Undirected;0.259428
2;38;Undirected;0.259428
2;39;Undirected;0.259428
2;40;Undirected;0.259428
2;41;Undirected;0.259428
2;42;Undirected;0.259428
2;43;Undirected;0.259428
2;44;Undirected;0.259428
2;45;Undirected;0.259428
2;46;Undirected;0.259428
2;47;Undirected;0.259428
2;48;Undirected;0.259428
2;49;Undirected;0.259428
2;50;Undirected;0.259428
2;51;Undirected;0.259428
2;52;Undirected;0.259428
2;53;Undirected;0.259428
2;54;Undirected;0.259428
2;55;Undirected;0.259428
2;56;Undirected;0.259428
2;57;Undirected;0.259428
2;58;Undirected;0.259428
2;59;Undirected;0.259428
2;60;Undirected;0.259428
2;61;Undirected;0.259428
2;62;Undirected;0.259428
2;63;Undirected;0.259428
2;64;Undirected;0.259428
2;65;Undirected;0.259428
2;66;Undirected;0.259428
2;67;Undirected;0.259428
2;68;Undirected;0.259428
2;69;Undirected;0.259428
2;70;Undirected;0.259428
2;71;Undirected;0.259428
2;72;Undirected;0.259428
2;73;Undirected;0.259428
2;74;Undirected;0.259428
2;75;Undirected;0.259428
2;76;Undirected;0.259428
2;77;Undirected;0.259428
3;4;Undirected;0.259428
3;5;Undirected;0.259428
3;6;Undirected;0.259428
3;7;Undirected;0.259428
3;8;Undirected;0.259428
3;9;Undirected;0.259428
3;10;Undirected;0.259428
3;11;Undirected;0.259428
3;12;Undirected;0.259428
3;13;Undirected;0.259428
3;14;Undirected;0.259428
3;15;Undirected;0.259428
3;16;Undirected;0.259428
3;17;Undirected;0.259428
